lon,lat,mean
-8.0179,38.4000,0.0902
-8.0179,38.5000,0.0905
-8.0179,38.6000,0.0900
-8.0179,38.7000,0.0895
-8.0179,38.8000,0.0891
-8.0179,38.9000,0.0889
-8.0179,39.0000,0.0882
-8.0179,39.1000,0.0875
-8.0179,39.2000,0.0859
-8.0179,39.3000,0.0845
-8.0179,39.4000,0.0824
-8.0179,39.5000,0.0801
-8.0179,39.6000,0.0772
-8.0179,39.7000,0.0750
-8.0179,39.8000,0.0727
-8.0179,39.9000,0.0708
-8.0179,40.0000,0.0687
-8.0179,40.1000,0.0671
-8.0179,40.2000,0.0658
-8.0179,40.3000,0.0646
-8.0179,40.4000,0.0634
-8.0179,40.5000,0.0618
-8.0179,40.6000,0.0606
-8.0179,40.7000,0.0593
-8.0179,40.8000,0.0578
-8.0179,40.9000,0.0562
-8.0179,41.0000,0.0551
-8.0179,41.1000,0.0540
-8.0179,41.2000,0.0529
-8.0179,41.3000,0.0521
-8.0179,41.4000,0.0513
-8.0179,41.5000,0.0505
-8.0179,41.6000,0.0499
-8.0179,41.7000,0.0496
-8.0179,41.8000,0.0493
-8.0179,41.9000,0.0490
-8.0179,42.0000,0.0486
-8.0179,42.1000,0.0481
-8.0179,42.2000,0.0479
-7.9179,36.9000,0.2059
-7.9179,37.0000,0.1843
-7.9179,37.1000,0.1737
-7.9179,37.2000,0.1638
-7.9179,37.3000,0.1513
-7.9179,37.4000,0.1390
-7.9179,37.5000,0.1246
-7.9179,37.6000,0.1148
-7.9179,37.7000,0.1072
-7.9179,37.8000,0.1003
-7.9179,37.9000,0.0944
-7.9179,38.0000,0.0909
-7.9179,38.1000,0.0885
-7.9179,38.2000,0.0878
-7.9179,38.3000,0.0866
-7.9179,38.4000,0.0862
-7.9179,38.5000,0.0866
-7.9179,38.6000,0.0859
-7.9179,38.7000,0.0847
-7.9179,38.8000,0.0840
-7.9179,38.9000,0.0841
-7.9179,39.0000,0.0835
-7.9179,39.1000,0.0827
-7.9179,39.2000,0.0812
-7.9179,39.3000,0.0792
-7.9179,39.4000,0.0778
-7.9179,39.5000,0.0762
-7.9179,39.6000,0.0738
-7.9179,39.7000,0.0716
-7.9179,39.8000,0.0702
-7.9179,39.9000,0.0686
-7.9179,40.0000,0.0667
-7.9179,40.1000,0.0653
-7.9179,40.2000,0.0642
-7.9179,40.3000,0.0631
-7.9179,40.4000,0.0620
-7.9179,40.5000,0.0606
-7.9179,40.6000,0.0593
-7.9179,40.7000,0.0581
-7.9179,40.8000,0.0569
-7.9179,40.9000,0.0554
