#,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-04T09:01:17', checksum=3746912572, kind='quantile-0.05', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
-8.81787,42.10000,3.398686E-02,7.944413E-02,2.167869E-02,5.116890E-02
-8.81787,42.20000,3.407510E-02,7.914764E-02,2.170854E-02,5.034583E-02
-8.71787,36.90000,1.087775E-01,1.931862E-01,8.798766E-02,1.630376E-01
-8.71787,37.00000,1.061681E-01,1.865568E-01,8.479532E-02,1.541355E-01
-8.71787,37.10000,1.027944E-01,1.803233E-01,8.141519E-02,1.462534E-01
-8.71787,37.20000,9.821063E-02,1.725467E-01,7.727040E-02,1.381472E-01
-8.71787,37.30000,9.231674E-02,1.608379E-01,7.246631E-02,1.287377E-01
-8.71787,37.40000,8.811466E-02,1.531025E-01,6.882758E-02,1.219356E-01
-8.71787,37.50000,8.579598E-02,1.505352E-01,6.648962E-02,1.178707E-01
-8.71787,37.60000,8.377757E-02,1.488299E-01,6.458815E-02,1.148702E-01
-8.71787,37.70000,8.203598E-02,1.477997E-01,6.317361E-02,1.127437E-01
-8.71787,37.80000,8.177876E-02,1.496660E-01,6.288823E-02,1.137460E-01
-8.71787,37.90000,8.358478E-02,1.574358E-01,6.378821E-02,1.177364E-01
-8.71787,38.00000,8.724713E-02,1.717718E-01,6.523782E-02,1.257306E-01
-8.71787,38.10000,9.039403E-02,1.896949E-01,6.553716E-02,1.288627E-01
-8.71787,38.20000,9.648698E-02,2.016179E-01,6.792454E-02,1.371374E-01
-8.71787,38.30000,1.011645E-01,2.047742E-01,7.016541E-02,1.439708E-01
-8.71787,38.40000,1.032288E-01,2.066861E-01,7.186653E-02,1.460795E-01
-8.71787,38.50000,1.030862E-01,2.098733E-01,7.221486E-02,1.483128E-01
-8.71787,38.60000,1.039398E-01,2.143598E-01,7.181565E-02,1.518405E-01
-8.71787,38.70000,1.038105E-01,2.214524E-01,7.272372E-02,1.564990E-01
